index,chembl_id,smiles,ic50,mw
639,CHEMBL4278201,COCCN(CC1CCCN(C2Cc3ccccc3C2)C1)C(=O)c1ccc2cccnc2c1O,265.8,459.59
640,CHEMBL4525409,COc1ccc(NC(=S)NNc2c3c(nc4ccccc24)CCCC3)cc1,568,378.5
641,CHEMBL3943230,CCN(C)C(=O)Oc1cccc(/C=C/C(=O)c2ccc(O)cc2)c1,2520,325.36
642,CHEMBL4471734,O=c1oc2ccccc2c2c1cnn2Cc1cn(-c2c(Cl)cc(Cl)cc2Cl)nn1,18000,446.68
643,CHEMBL812,CN(C)C(=O)Oc1ccc[n+](C)c1.[Br-],1000,261.12
644,CHEMBL4799709,O=C(Nc1ccccc1)OC1CCN(C2Cc3ccccc3C2)CC1,18100,336.44
645,CHEMBL4793319,C#CCN1CCC(OC(=O)N(C)CC)CC1,11400,224.3
646,CHEMBL4782697,O=C(Nc1ccccc1)OCC1CCCN(C2Cc3ccccc3C2)C1,179.5,350.46
647,CHEMBL4788885,COc1cccc2cc[n+](-c3cccc(Cl)c3)cc12.[Br-],36400,350.64
648,CHEMBL4789019,COc1cccc2cc[n+](-c3ccc(Br)cc3)cc12.[Br-],21600,395.09
649,CHEMBL43065,Oc1cc(O)cc(/C=C/c2ccc(O)cc2O)c1,2950,244.25
650,CHEMBL573095,CCC1=CC2Cc3nc4cc(Cl)ccc4c(NCCO)c3C(C1)C2,3640,342.87
651,CHEMBL99581,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C=O,46,289.34
652,CHEMBL4796307,C(=N\C1CCN(Cc2ccccc2)C1)\c1ccccc1,2684,264.37
653,CHEMBL4591651,c1ccc(CC2CCCN(CCNC3CCN(Cc4ccccc4)C3)C2)cc1,1840,377.58
654,CHEMBL133897,CCOc1nn(-c2cccc(OCc3ccccc3)c2)c(=O)o1,920,312.32
655,CHEMBL228950,O=C(OCCCCN1CCC(OCc2ccccc2)CC1)c1ccccc1,1890,367.49
656,CHEMBL2064465,CCN(CCC(=O)N1CCN(CCNc2c3c(nc4ccccc24)CCCC3)CC1)C1CCCCC1,41.2,491.72
657,CHEMBL130645,CSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N1CCOCC1,14000,338.82
658,CHEMBL1413473,CC(=O)NC1=NN(C(C)=O)C(C)(c2ccccc2)S1,4.9,277.35
659,CHEMBL4749704,Fc1ccc(CNC2CCN(Cc3ccccc3)C2)cc1,791,284.38
660,CHEMBL295124,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,30700,336.37
661,CHEMBL3742387,O=C(c1ccc(C(F)(F)F)cc1)c1nccc2c1[nH]c1ccccc12,1290,340.3
662,CHEMBL4459416,Cl.Cl.N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCCCNc1c2c(nc3ccccc13)CCCC2,123,528.53
663,CHEMBL2396913,CC1CCCCN1c1nc2ccccc2[nH]1,2030,215.3
664,CHEMBL4793075,CCN(C)C(=O)Oc1ccc(/C=C/C(=O)N2CCc3ccccc3C2)cc1OC,970,394.47
665,CHEMBL1294,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,1230,324.42
666,CHEMBL3764305,COc1ccc2c3c1O[C@H]1CC(O)CC[C@@]31CCN(C)C2,6120,289.37
667,CHEMBL1719948,CC(C)(O)CCc1c(-c2ccc(O)cc2O)oc2c3c(cc(O)c2c1=O)OC(C)(C)C=C3,1700,438.48
668,CHEMBL4536715,Oc1ccc(/C=N/c2c3c(nc4ccccc24)CCCC3)cc1O,41.5,318.38
669,CHEMBL228301,O=C(OCCCCN1CCC(OCc2ccccc2)CC1)c1ccc([N+](=O)[O-])cc1,5230,412.49
670,CHEMBL4203538,COc1ccc(CC(=O)Nc2ccc(CN(C)Cc3ccccc3)cc2)cc1OC,1050,404.51
671,CHEMBL3978533,COc1ccc(/C=C/C(=O)Nc2ccc(CN(C)Cc3ccccc3)cc2)cc1,6400,386.5
672,CHEMBL4174958,Nc1c2c(nc3c1C(c1cccc(Br)c1)NC(=S)N3)CCCC2,1270,389.32
673,CHEMBL146080,C/C=C(\C)C(=O)N[C@@H]1C=C2CC[C@@H]3[C@H](CC[C@]4(C)C([C@H](C)N(C)C)=CC[C@@H]34)[C@@]2(C)C[C@H]1O,23780,440.67
674,CHEMBL4290236,Cc1coc2c1c(=O)oc(=O)c1c3c(ccc12)C(C)(C)CCC3,7883,310.35
675,CHEMBL4293626,C[C@H]1COc2c1c(=O)oc(=O)c1c3c(ccc21)C(C)(C)CCC3,2844,312.37
676,CHEMBL4876362,Cc1ccc2nc3c(c(N)c2c1)CCCC3.Cl,13700,248.76
677,CHEMBL4864954,Cl.Nc1c2c(nc3c(Cl)cc(Cl)cc13)CCC2,17900,289.59
678,CHEMBL4859173,Cl.Nc1c2c(nc3cccc(Cl)c13)CCCCC2,311,283.2
679,CHEMBL54470,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCNC2N3)cc1,1,351.45
680,CHEMBL4449445,FC(F)(F)Oc1ccc(/C=N/C2CCN(Cc3ccccc3)CC2)cc1,5500,362.39
681,CHEMBL3237537,CCOc1ccc(Cc2nn3c(-c4ccncc4)nnc3s2)cc1,32100,337.41
682,CHEMBL252579,CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(Cl)cc1)CCCC3,52000,395.89
683,CHEMBL4632770,O=[N+]([O-])C1C(Cc2c[nH]cn2)NC2(c3ccccc3-c3nc4ccccc4nc32)C1c1ccccc1,15600,474.52
684,CHEMBL4636399,O=[N+]([O-])C1C(Cc2c[nH]cn2)NC2(c3ccccc3-c3nc4ccccc4nc32)C1c1ccccn1,24250,475.51
685,CHEMBL563968,C=C1[C@@H]2CC[C@H]3[C@]4(C)CCC[C@](C)(CO)[C@@H]4C[C@H](O)[C@]3(C2)[C@@H]1O,98100,320.47
686,CHEMBL2425410,O=C1NC(=S)NC(=O)C1=CNNC(=S)Nc1ccc(Cl)cc1,75410,355.83
687,CHEMBL2386989,O=C(O)CCC(=O)Nc1ccncc1,56450,194.19
688,CHEMBL4639105,COc1cc2cc(NC(=O)CCCNCc3ccccc3)c(=O)oc2cc1OC,181,396.44
689,CHEMBL4648322,COc1cc2cc(NC(=O)[C@@H]3CCC[C@H](NCc4ccccc4)C3)c(=O)oc2cc1OC,14100,436.51
690,CHEMBL4096963,CCN(CCCCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1,15800,364.49
691,CHEMBL3350307,COc1ccc2c(c1)CO[P@@](=O)(OC[C@@H]1C=C[C@H](n3cc(C)c(=O)[nH]c3=O)O1)O2,1800,422.33
692,CHEMBL3764609,Cc1c(C)c2ccc(OCCNC3CCN(Cc4ccccc4)CC3)cc2oc1=O,2670,406.53
693,CHEMBL3764211,Cc1cc(=O)oc2cc(CNCCC3CCN(Cc4ccccc4)CC3)ccc12,3450,390.53
694,CHEMBL4472570,COc1ccc2nc3c(c(NCCCCCNC(=O)[C@@H](N)Cc4c[nH]c5ccccc45)c2c1)CCCC3.Cl.Cl,190,572.58
695,CHEMBL4213147,CCCNCC(=O)Nc1ccc2nc3n(c(=O)c2c1)CCC3,1186,300.36
696,CHEMBL4096862,CCN(CC)c1ccc(/C=C/c2ccc3ccccc3[n+]2C)c(OC)n1.[I-],1200,475.37
697,CHEMBL4286556,CN(C)CCOC(=O)/C=C/c1ccc2occ(C(=O)Nc3ccccc3)c(=O)c2c1,4320,406.44
698,CHEMBL4285714,CN(C)CCOC(=O)/C=C/c1ccc2oc(C(=O)Nc3ccccc3)cc(=O)c2c1,1570,406.44
699,CHEMBL3919441,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3cccc(C)n3)CC1)C2,65700,394.51
700,CHEMBL23838,CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,7,275.2
701,CHEMBL2425409,O=C1NC(=S)NC(=O)C1=CNNC(=S)Nc1ccc(F)cc1,57810,339.38
702,CHEMBL3237783,O=[N+]([O-])c1cccc(C2=Nn3c(nnc3-c3ccncc3)SC2)c1,16600,338.35
703,CHEMBL4170157,CCN(C)C(=O)Oc1cccc(CCNC(=O)c2cc(O)c(O)c(O)c2)c1,452,374.39
704,CHEMBL3393678,O[C@@H]1[C@@H](O)[C@@H](Cc2cn(CCC(c3ccccc3)c3ccccc3)nn2)NC[C@H]1O,15000,408.5
705,CHEMBL3393677,O[C@@H]1[C@@H](OCc2ccccc2)[C@@H](Cc2cn(Cc3ccccc3)nn2)NC[C@H]1O,7000,394.48
706,CHEMBL398628,CCOC(=O)C1=C(C)Oc2nc3c(c(N)c2C1c1ccc(OC)cc1)CCCC3,6200,394.47
707,CHEMBL3338952,Oc1ccc(OCc2nn3c(-c4cccnc4)nnc3s2)cc1,585,325.35
708,CHEMBL4590498,O=c1oc2ccccc2c2nn(Cc3cn(-c4c(Cl)cc(Cl)cc4Cl)nn3)cc12,29000,446.68
709,CHEMBL4779440,Brc1ccc([N+]2=Cc3ccccc3CC2)cc1.[Br-],63700,367.08
710,CHEMBL4782186,CCN(C)C(=O)OC1CCCN(Cc2ccccc2)C1,21000,276.38
711,CHEMBL176366,COc1ccc2c(c1)C(=O)[C@]1(C#N)C(OC)C=CC[C@@H]1O2,1410,285.3
712,CHEMBL4452092,O=[N+]([O-])c1ccc(/C=N/C2CCN(Cc3ccccc3)CC2)cc1,7300,323.4
713,CHEMBL4091169,Clc1ccc(CNC2CCN(Cc3ccccc3)CC2)c(Cl)c1,3500,349.3
714,CHEMBL5093535,Nc1nonc1-c1nc2ccccc2n1CC(=O)Nc1cnc2ccccc2c1,16,385.39
715,CHEMBL5091918,Nc1nonc1-c1nc2ccccc2n1CC(=O)Nc1cccc(Cl)c1,128,368.78
716,CHEMBL5091958,Nc1nonc1-c1nc2ccccc2n1CC(=O)Nc1cccc([N+](=O)[O-])c1,25,379.34
717,CHEMBL5071095,Nc1nonc1-c1nc2ccccc2n1CC(=O)Nc1ccc([N+](=O)[O-])cc1,80,379.34
718,CHEMBL4435826,COc1cccc(CNC2CCN(Cc3ccccc3)CC2)c1OC,7200,340.47
719,CHEMBL5090683,CCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCOC1O2,6,263.29
720,CHEMBL4171520,COc1cccc(C2NC(=S)Nc3nc4c(c(N)c32)CCCC4)c1,3190,340.45
721,CHEMBL390083,COc1ccccc1CN(C)CCCOc1ccc2c(=O)c3ccccc3oc2c1,1910,403.48
722,CHEMBL5170728,Cc1ccc(OCc2nc(CN(CC(C)C)C(=O)c3ccco3)cs2)cc1,1670,384.5
723,CHEMBL3905695,COc1ccc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3)CC2)cc1,760,378.52
724,CHEMBL3965783,O=C(/C=C/c1ccc(O)cc1O)NCCC1CCN(Cc2ccccc2)CC1,260,380.49
725,CHEMBL107892,CN(C)Cc1ccc(CSCCNc2cc(N)c([N+](=O)[O-])cc2[N+](=O)[O-])o1,2400,395.44
726,CHEMBL5178120,CCN(CC)Cc1ccccc1CNC(=O)c1cccc(OC(=O)c2cccs2)c1,132.2,422.55
727,CHEMBL5171010,CCOc1ccc(C(=O)Cc2ncc(C(=O)N(C)CCCOc3ccc([N+](=O)[O-])cc3)cn2)cc1,6660,478.51
728,CHEMBL5196163,CCN(CC)Cc1ccc(CNC(=O)c2cccc(NC(=O)c3cccs3)c2)cc1,3440,421.57
729,CHEMBL5185354,CC(=O)Nc1ccc2nc3c(c(N4CCCCC4)c2c1)CCCC3,459,323.44
730,CHEMBL2425418,NC(=S)NNC=C1C(=O)NC(=O)NC1=O,56510,229.22
731,CHEMBL3093799,[Br-].[Br-].c1cc[n+](CCCCCCC[n+]2cccc3ccccc32)cc1,2200,466.26
732,CHEMBL2425414,O=C1NC(=S)NC(=O)C1=CNNC(=S)Nc1ccc(C(F)(F)F)cc1,8110,389.38
733,CHEMBL5172666,CC(C)CN(Cc1csc(COc2ccc(F)cc2)n1)C(=O)c1ccc2c(c1)OCO2,130,442.51
734,CHEMBL31131,Cc1cc(C)c2c(c1)COP(=O)(OCC1C=CC(n3cc(C)c(=O)[nH]c3=O)O1)O2,46000,420.36
735,CHEMBL571510,Nn1c(S)nnc1-c1ccncc1,49580,193.24
736,CHEMBL418068,O=C(O)c1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,17000,284.22
737,CHEMBL591729,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@]1(C)N2C,16,289.38
738,CHEMBL4855388,c1ccc(CN2CCC(c3cc4ccccc4o3)CC2)cc1,54260,291.39
739,CHEMBL4218997,CN(Cc1ccccc1)Cc1ccc(NC(=O)Cc2ccccc2)cc1,4950,344.46
740,CHEMBL4797670,COc1ccc(-[n+]2ccc3cccc(OC)c3c2)cc1.[Br-],3840,346.22
741,CHEMBL3924569,COc1cccc2c1C=[N+](c1ccc(Cl)cc1Cl)CC2.[Br-],90500,387.1
742,CHEMBL5178466,Cc1ccccc1N1CCN(CCC(=O)Nc2nc3c(C)cccc3s2)CC1,8630,394.54
743,CHEMBL3262251,CC(C)Nc1nc(NCc2ccccc2)c2ccccc2n1,11700,292.39
744,CHEMBL4067481,c1ccc(CNc2nc(NC3CC3)nc3ccccc23)cc1,22000,290.37
745,CHEMBL4061837,CCNc1nc(NCCc2ccccc2)c2ccccc2n1,3200,292.39
746,CHEMBL4069444,NC(=O)Cc1nc(NCCc2ccccc2)c2ccccc2n1,3500,306.37
747,CHEMBL4077088,CCNc1nc(NCc2ccc(OC)c(OC)c2)c2ccccc2n1,25000,338.41
748,CHEMBL2337271,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl.O,3600,433.98
749,CHEMBL3338963,Clc1ccc(C2=Nn3c(nnc3-c3cccnc3)SC2)cc1Cl,64800,362.25
750,CHEMBL5193082,Cc1cccc2sc(NC(=O)CCN3CCN(Cc4cc(F)ccc4F)CC3)nc12,7660,430.52
751,CHEMBL5194599,CCCCNC(=O)O[C@@H]1C[C@H]2O[C@@H](OC(=O)/C=C/c3ccc(O)c(OC)c3)C[C@H]2O1,430,421.45
752,CHEMBL5178834,CN(CCC1CCCCCC1)Cc1c(-c2nnn[nH]2)[nH]c2ccccc12,928.7,352.49
753,CHEMBL5170179,c1ccc2c(CCNCCC3CCCCCC3)c[nH]c2c1,31.5,284.45
754,CHEMBL2386990,O=C1CCC(=O)N1c1ccncc1,3820,176.17
755,CHEMBL4291372,COc1ccc2oc(C(=O)NCCCC3CCN(Cc4ccccc4)CC3)cc(=O)c2c1,5800,434.54
756,CHEMBL3235783,COc1cc(NC(=O)/C=C/c2ccc(NOC(C)=O)cc2)cc(OC)c1OC,3850,386.4
757,CHEMBL4077386,COCCN(CC1CCN(Cc2ccccc2)CC1)C(=O)c1ccc2ccccc2c1,702,416.57
758,CHEMBL4556575,Cl.Cl.N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCCCCNc1c2c(nc3ccccc13)CCCC2,23,542.56
759,CHEMBL2158994,CN(C)CCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,20360,295.38
760,CHEMBL4873119,Oc1ccc(CN2CCC(c3cc4ccccc4o3)CC2)cc1,64620,307.39
761,CHEMBL4855794,CC(C)(C)CNC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)C(c1ccccc1)c1ccccc1,450,444.62
762,CHEMBL5202485,COc1cc(/C=C2\CCc3cc([N+](=O)[O-])ccc3C2=O)c(Br)c(OC)c1OC,6200,448.27
763,CHEMBL3236097,COc1cc(NC(=O)/C=C/c2c(F)cccc2Cl)cc(OC)c1OC,1320,365.79
764,CHEMBL4101703,COc1cc(/C=C/C(=O)Nc2ccccc2)ccc1OCCN1CCCC1,12680,366.46
765,CHEMBL4091651,Cc1cc2nc3c(nc2cc1C)C1(C(C#N)=C(N)N2CCCNC2=C1[N+](=O)[O-])c1ccccc1-3,9500,451.49
766,CHEMBL4212229,CCN(Cc1ccccc1)Cc1ccc(NC(=O)Cc2ccc(O)c(O)c2)cc1,2400,390.48
767,CHEMBL4214755,CCN(Cc1ccccc1)Cc1ccc(NC(=O)Cc2ccc(OC)c(O)c2)cc1,1460,404.51
768,CHEMBL3891025,COc1cc(/C=C/C(=O)Nc2ccc(CN(C)Cc3ccccc3)cc2)ccc1O,5120,402.49
769,CHEMBL4454960,CN1c2ccc(OC(=O)NCCCCCCN3CCOCC3)cc2CN2CCc3ccccc3C21,49.3,478.64
770,CHEMBL4437391,c1ccc(CN2CCC(Cn3cc(Cc4cccc5ccccc45)nn3)CC2)cc1,7060,396.54
771,CHEMBL4448634,O=C(Cc1c[nH]c2ccccc12)NCc1cn(CC2CCN(Cc3ccccc3)CC2)nn1,5300,442.57
772,CHEMBL4464964,CC(=O)N[C@@H](Cn1cc(-c2ccccc2)nn1)C(=O)NCC1CCN(Cc2ccccc2)CC1,0.17,460.58
773,CHEMBL4633851,Cc1cccc(C2C([N+](=O)[O-])C(Cc3c[nH]cn3)NC23c2ccccc2-c2nc4ccccc4nc23)c1,13600,488.55
774,CHEMBL498645,C[C@@H]([C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](N)CC[C@]4(C)[C@H]3CC[C@]12C)N(C)C,500,346.6
775,CHEMBL4791143,C#CCN1CCC(OC(=O)Nc2ccccc2)CC1,19060,258.32
776,CHEMBL4161860,O=C(NCCCCCCNCc1ccccc1)c1cc(Cl)nc(Cl)c1,25800,380.32
777,CHEMBL4202749,N#Cc1ccccc1CNCC(=O)Nc1ccc2nc3n(c(=O)c2c1)CCC3,29.9,373.42
778,CHEMBL4210517,Cc1ccccc1CNCC(=O)Nc1ccc2nc3n(c(=O)c2c1)CCC3,107,362.43
779,CHEMBL4210020,O=C(CNCCCc1ccccc1)Nc1ccc2nc3n(c(=O)c2c1)CCC3,20.7,376.46
780,CHEMBL4217139,CCCCCCCCCCCCNCC(=O)Nc1ccc2nc3n(c(=O)c2c1)CCC3,26.8,426.61
781,CHEMBL4531896,O=C(c1ccccc1OCc1ccccc1)n1nc(OCCN2CCCC2)c2ccccc21,390,441.53
782,CHEMBL4284357,CN(C)CCN(CC1CCCN(C2Cc3ccccc3C2)C1)C(=O)c1cn2cccc(O)c2n1,135,461.61
783,CHEMBL3960040,O=C1NCCCc2c1c1ccccc1n2CCc1cccc(F)c1,1.8,322.38
784,CHEMBL539072,CC1=CC2CC(C1)Cc1nc3ccccc3c(N)c12.Cl,148,286.81
785,CHEMBL5196988,COc1ccc(OCCCN(C)C(=O)c2cnc(CC(=O)c3ccc(OC)cc3)nc2)cc1,9160,449.51
786,CHEMBL5187324,CN(CCCOc1ccc([N+](=O)[O-])cc1)C(=O)c1cnc(CC(=O)c2cccs2)nc1,10000,440.48
787,CHEMBL5183552,CCN(CC)Cc1ccccc1CNC(=O)c1cc(NC(=O)c2ccc(F)cc2)cc(OC)c1,136,463.55
788,CHEMBL4540814,O=C(c1ccccc1Cl)n1nc(OCCN2CCCC2)c2ccccc21,1300,369.85
789,CHEMBL4435236,O=C(c1ccc2ccccc2c1)n1nc(OCCN2CCCCC2)c2ccccc21,4000,399.49
790,CHEMBL3979102,COc1cccc2c1C=[N+](c1ccc(Br)cc1F)CC2.[Br-],69300,415.1
791,CHEMBL4779214,C#CCN1CCC(COC(=O)Nc2ccccc2)CC1,14380,272.35
792,CHEMBL4289318,COc1cc2nc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)cc(OC)c2cc1OC,8790,463.58
793,CHEMBL4757216,COc1cc(CNC2CCN(Cc3ccccc3)C2)cc(OC)c1OC,3221,356.47
794,CHEMBL4760651,Clc1ccc(CNC2CCN(Cc3ccccc3)C2)cc1,265,300.83
795,CHEMBL4746867,CCCCN[C@@H](CC(C)C)C(=O)NCCC1CCCCCC1,36300,310.53
796,CHEMBL4755226,FC(F)(F)Oc1ccc(/C=N\C2CCN(Cc3ccccc3)C2)cc1,695,348.37
797,CHEMBL4778302,Oc1ccccc1CNC1CCN(Cc2ccccc2)C1,2727,282.39
798,CHEMBL4784191,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N3CC[N+](C)(Cc4ccccn4)CC3)cc1)C2.[Cl-],3240,506.05
799,CHEMBL4097284,CCN(CC)c1ccc(/C=C/c2ccc3ccccc3[n+]2C)c(OC)c1.[I-],1300,474.39
800,CHEMBL4066392,CCN(CC)c1ccc(/C=C/c2ccc3ccccc3[n+]2C)cc1.[I-],1400,444.36
801,CHEMBL4086191,O=C(CC[C@H](NC(=O)c1c[nH]c2ccccc12)C(=O)O)NCCC1CCN(Cc2ccccc2)CC1,71000,490.6
802,CHEMBL4102810,CCN(CC)c1ccc(/C=C/c2cc(N3CCOCC3)c3ccccc3[n+]2C)c(OC)c1.[I-],2500,559.49
803,CHEMBL3361277,Cl.O=S(=O)(CCCNCCNc1cccc2ccccc12)NCCNc1cccc2ccccc12,930,513.11
804,CHEMBL5206601,COc1ccc(/C=C/C(=O)Nc2cc[n+](Cc3ccc(F)cc3)cc2)cc1OC.[Br-],4.4,473.34
805,CHEMBL3237781,c1ccc(-c2ccc(C3=Nn4c(nnc4-c4ccncc4)SC3)cc2)cc1,42600,369.45
806,CHEMBL4544025,O=C(c1cccc(Cl)c1F)n1nc(OCCCN2CCCCC2)c2ccccc21,800,415.9
807,CHEMBL4473145,Cc1cc(C)c(C(=O)n2nc(OCCN3CCCCC3)c3ccccc32)c(C)c1,290,391.52
808,CHEMBL3237539,Oc1ccc(OCc2nn3c(-c4ccncc4)nnc3s2)cc1,39150,325.35
809,CHEMBL4294109,O=C(CCCc1c[nH]c2ccccc12)NCCC1CCN(Cc2ccccc2)CC1,12,403.57
810,CHEMBL5188959,CCN(CC)Cc1ccccc1CNC(=O)c1cccc(NS(=O)(=O)c2cccs2)c1,2610,457.62
811,CHEMBL447232,Cc1cn(C2C=CC(COP3(=O)Oc4ccccc4C(CCl)O3)O2)c(=O)[nH]c1=O,3900,440.78
812,CHEMBL97804,Cc1cn(C2C=CC(COP3(=O)OCc4cc(-c5ccccc5)ccc4O3)O2)c(=O)[nH]c1=O,4400,468.4
813,CHEMBL3322159,O=C(Cc1cc(=O)oc2cc(O)ccc12)NCCCNc1c2c(nc3ccccc13)CCCC2,827,457.53
814,CHEMBL3322160,O=C(Cc1cc(=O)oc2cc(O)ccc12)NCCCCNc1c2c(nc3ccccc13)CCCC2,328,471.56
815,CHEMBL375567,Cc1cn([C@H]2C=C[C@@H](COP3(=O)OCc4cccc(C(C)(C)C)c4O3)O2)c(=O)[nH]c1=O,4200,448.41
816,CHEMBL97281,CCC(C)c1cccc2c1OP(=O)(OCC1C=CC(n3cc(C)c(=O)[nH]c3=O)O1)OC2,2000,448.41
817,CHEMBL4756674,Cc1cccc(/C=N\C2CCN(Cc3ccccc3)C2)c1,5785,278.4
818,CHEMBL4797109,Fc1ccc(/C=N\C2CCN(Cc3ccccc3)C2)cc1,1052,282.36
819,CHEMBL4784203,Cc1cccc(CNC2CCN(Cc3ccccc3)C2)c1,2966,280.42
820,CHEMBL4763724,Cc1ccc(CNC2CCN(Cc3ccccc3)C2)cc1,8745,280.42
821,CHEMBL3237531,Fc1cc(Cl)ccc1-c1nn2c(-c3ccncc3)nnc2s1,9570,331.76
822,CHEMBL3956167,Fc1ccc(-c2nccc3c2[nH]c2ccccc23)cc1,4270,262.29
823,CHEMBL3971112,O=C1NCCCc2c1c1ccccc1n2CCc1ccccc1,13,304.39
824,CHEMBL4063321,COc1ccc(Cn2cc(CNc3c4c(nc5ccccc35)CCCC4)nn2)cc1,55,399.5
825,CHEMBL3322155,CN(CCC(=O)NCCNc1c2c(nc3ccccc13)CCCC2)C1CCCCC1,2030,408.59
826,CHEMBL3338992,CN(C)CCCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,11750,323.44
827,CHEMBL3337471,CCN(CC)CCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,31590,323.44
828,CHEMBL3322161,O=C(Cc1cc(=O)oc2cc(O)ccc12)NNC(=S)Nc1c2c(nc3ccccc13)CCCC2,1420,474.54
829,CHEMBL318170,COc1cccc(/C=C/C(=O)c2ccccc2)c1,32000,238.29
830,CHEMBL105496,COc1ccc(/C=C/C(=O)c2ccccc2)cc1,42000,238.29
831,CHEMBL3260190,COc1cccc(-n2cc(C3(O)CCCCC3)nn2)c1,83300,273.34
832,CHEMBL4776766,COc1cccc2cc[n+](-c3ccccc3F)cc12.[Br-],80900,334.19
833,CHEMBL3823538,COc1ccc2[nH]cc(CCNC(=O)CC3CCN(Cc4cccc(C)c4)CC3)c2c1,1400,419.57
834,CHEMBL4776936,CCN(C)C(=O)Oc1ccc(/C=C/C(=O)N2CCC(Cc3ccccc3)CC2)cc1,5600,406.53
835,CHEMBL4789995,CCN(CC)C(=O)/C=C/c1ccc(OC(=O)N(C)C)c(OC)c1,15200,320.39
836,CHEMBL4759959,COc1cc(/C=C/C(=O)N2CCc3ccccc3C2)ccc1OC(=O)N(C)C,9500,380.44
837,CHEMBL4787165,CCN(C)C(=O)Oc1ccc(/C=C/C(=O)N2CCC(Cc3ccccc3)CC2)cc1OC,6500,436.55
838,CHEMBL3338395,COCCN(C[C@H]1CCCN(C2Cc3ccccc3C2)C1)C(=O)c1ccc2ccccc2c1,166,442.6
839,CHEMBL4779514,CCN(CC)C(=O)Oc1ccc(/C=C/C(=O)N2CCc3ccccc3C2)cc1OC,7700,408.5
840,CHEMBL4572123,OC(CNc1ccccc1)CNc1ccc(-c2nc3ccccc3o2)cc1,3540,359.43
841,CHEMBL4542112,C#CCOc1ccc(/C=N/Nc2c3c(nc4ccccc24)CCCC3)cc1.Cl,110,391.9
842,CHEMBL4277095,CCN(CC)CCOc1ccc(/C=C2\COc3ccccc3C2=O)cc1,23600,351.45
843,CHEMBL3322140,CCN(CCC(=O)NCCNc1c2c(nc3ccccc13)CCCC2)C1CCCCC1,765,422.62
844,CHEMBL4442580,O=[N+]([O-])c1ccc(CNC2CCN(Cc3ccccc3)CC2)cc1,7800,325.41
845,CHEMBL4591283,COc1cc(CNC2CCN(Cc3ccccc3)CC2)cc(OC)c1OC,11000,370.49
846,CHEMBL4556855,Oc1ccc(/C=N/C2CCN(Cc3ccccc3)CC2)c(O)c1,19000,310.4
847,CHEMBL3237533,c1coc(-c2nn3c(-c4ccncc4)nnc3s2)c1,61550,269.29
848,CHEMBL4863598,c1ccc2oc(C3CCNCC3)cc2c1,64390,201.27
849,CHEMBL4208322,CCCCNCC(=O)Nc1ccc2nc3n(c(=O)c2c1)CCC3,107,314.39
850,CHEMBL4208392,CN(Cc1ccccc1)Cc1ccc(NC(=O)Cc2ccc(O)cc2)cc1,4320,360.46
851,CHEMBL4203653,CCN(Cc1ccccc1)Cc1ccc(NC(=O)Cc2ccc(OC)c(OC)c2)cc1,1210,418.54
852,CHEMBL3924905,C#CCN1CCCC(CN(CCCOC)C(=O)c2ccc3ccccc3c2)C1,8641,378.52
853,CHEMBL3980929,C#CCN1CCC(CNC(=O)c2ccc3ccccc3c2)CC1,54396,306.41
854,CHEMBL4878878,Cl.Nc1c2c(nc3ccc(Br)cc13)CCCC2,20800,313.63
855,CHEMBL4865745,Cl.Nc1c2c(nc3ccc(F)cc13)CCCCC2,569,266.75
856,CHEMBL4862288,Cl.Nc1c2c(nc3cccc(Cl)c13)CCCC2,62,269.18
857,CHEMBL4855357,COc1ccc2nc3c(c(N)c2c1)CCC3.Cl,10600,250.73
858,CHEMBL3335031,CN(CCCOc1ccc2c3c(c(=O)oc2c1)CCCC3)Cc1ccccc1,15900,377.48
859,CHEMBL4792691,FC(F)(F)c1ccc(/C=N\C2CCN(Cc3ccccc3)C2)cc1,2146,332.37
